activities,amountRaised,campaignTitle,currencyType,goal,mediaCount,numberContributors,percent_complete,period,timeLeft,updates
5,150,Please Help Vet 14 Cats And Kittens,U.S. Dollar,of $450 goal,(1),5,33%,"Years running
					,
				",5,0
17,390,Help with Dino's Boarding,U.S. Dollar,of $800 goal,(3),16,49%,"Years running
					,
				",5,1
8,470,141990 HOLLIE Female Dane/Lab Mix,U.S. Dollar,of $350 goal,(1),8,134%,"days left
					,
				",0,0
8,220,Help Out Elvis Pikey,U.S. Dollar,of $500 goal,(2),7,44%,"days left
					,
				",0,1
13,250,Little Benji has rescue!,U.S. Dollar,of $250 goal,(1),13,100%,"Years running
					,
				",5,0
9,350,141783 TIPTON (sex not marked) Pit Mix,U.S. Dollar,of $350 goal,(1),9,100%,"days left
					,
				",0,0
6,350,141969 FREDRICK Male Hound Mix,U.S. Dollar,of $350 goal,(1),6,100%,"days left
					,
				",0,0
13,355,141859 GORDY Male Pit,U.S. Dollar,of $350 goal,(1),13,101%,"days left
					,
				",0,0
9,350,141963 LESTER Male Hound Mix (card says Pit),U.S. Dollar,of $350 goal,(1),9,100%,"days left
					,
				",0,0
3,350,141987 HEIDI Female Shepherd/Lab Mix,U.S. Dollar,of $350 goal,(1),3,100%,"days left
					,
				",0,0
17,570,Deer is DKA! Desperate for Help - Please Help!,U.S. Dollar,of $750 goal,(1),17,76%,"Years running
					,
				",5,2
1,100,Union: Tippy,U.S. Dollar,of $150 goal,(1),1,67%,"days left
					,
				",0,0
3,185,Help LAH build a rehabilitation center,U.S. Dollar,of $1k goal,(12),3,19%,"Years running
					,
				",5,3
605,"15,080",Help us SAVE PARKER!,U.S. Dollar,of $15k goal,(1),582,101%,"Years running
					,
				",5,0
44,"1,190",Baby Benjamin has Parvo. HELP!!,U.S. Dollar,of $3k goal,(3),44,40%,"Years running
					,
				",5,7
5,100,Martina Is Skydiving For Mallow Animal Rescue,Euro,of €520 goal,(1),5,19%,"days left
					,
				",0,2
9,310,Chuqio Deserves a Chance to Live a Better Life!,U.S. Dollar,of $1k goal,(14),9,31%,"Years running
					,
				",5,7
4,150,"Help Save Butter ID #14-662 Chesterfield, SC",U.S. Dollar,of $150 goal,(1),4,100%,"days left
					,
				",0,0
4,150,Help with Bree's Medical Expenses/Rescue,U.S. Dollar,of $150 goal,(1),3,100%,"days left
					,
				",0,0
9,150,"Help Save Charlie ID#14-959 Chesterfield, SC",U.S. Dollar,of $150 goal,(1),6,100%,"days left
					,
				",0,1
6,230,Yorkie Need Life Saving Surgery,U.S. Dollar,of $1.5k goal,(1),6,15%,"days left
					,
				",0,2
22,516,Cat and kitten explosion at the SOS!,U.S. Dollar,of $500 goal,(2),22,103%,"days left
					,
				",0,1
1,150,Help Jackson with his Medical/Rescue Expenses,U.S. Dollar,of $150 goal,(1),1,100%,"days left
					,
				",0,0
23,"1,625",Operation Wings of Rescue - CVAC,U.S. Dollar,of $2.8k goal,(18),22,58%,"Years running
					,
				",5,4
16,260,Baby Badger has Rescue !,U.S. Dollar,of $260 goal,(1),16,100%,"Years running
					,
				",5,0
7,125,142058 PESTO Male Husky Mix,U.S. Dollar,of $350 goal,(1),7,36%,"days left
					,
				",0,0
13,300,141961 ANNABELLA Female Rotti Mix,U.S. Dollar,of $350 goal,(1),13,86%,"days left
					,
				",0,0
40,"2,015",Help pay for surgery for two elderly rescue pigs..,U.S. Dollar,of $2k goal,(8),36,101%,"days left
					,
				",0,7
38,"1,625",Violet's New Life,U.S. Dollar,of $1.5k goal,(3),36,108%,"days left
					,
				",0,1
12,350,142008 MAGGIE Female Flat Coat Retrievew,U.S. Dollar,of $350 goal,(1),12,100%,"days left
					,
				",0,0
29,650,Skydive for Great Hounds in Need,Euro,of €1k goal,(2),29,65%,"days left
					,
				",0,1
4,180,Khalif just needs a little more help.,Pound Sterling,of £350 goal,(1),4,51%,"Years running
					,
				",5,1
5,100,PUPPIES Rescued from Construction Site- EMERGENCY,U.S. Dollar,of $850 goal,(3),5,12%,"Years running
					,
				",5,3
35,810,Justice and her puppies,U.S. Dollar,of $3k goal,(2),35,27%,"Years running
					,
				",5,1
10,434,141889 FIELDER Male Lab,U.S. Dollar,of $350 goal,(1),10,124%,"days left
					,
				",0,0
17,365,"Help Save Coco ID 14-154 Pit Girl Chesterfield, SC",U.S. Dollar,of $275 goal,(1),17,133%,"Years running
					,
				",5,0
9,305,Help our animals provide therapy and education!,U.S. Dollar,of $950 goal,(1),9,32%,"Years running
					,
				",5,0
4,160,Buddy Heart worm Positive needs sponsor and rescue,U.S. Dollar,of $690 goal,(1),4,23%,"days left
					,
				",0,0
13,250,"Rescue Rowan: Save John, Paul, George & Ringo!!",U.S. Dollar,of $250 goal,(1),13,100%,"Years running
					,
				",5,0
2,200,Help Molly get out of the hospital...,U.S. Dollar,of $2.9k goal,(1),2,7%,"days left
					,
				",0,0
6,135,cold laser and braces,U.S. Dollar,of $800 goal,(2),6,17%,"Years running
					,
				",5,4
10,350,142094 C.W. Male Mixed Breed Pup around 4-5mos old,U.S. Dollar,of $350 goal,(1),10,100%,"days left
					,
				",0,0
10,365,Our Boy Dan is saved !,U.S. Dollar,of $350 goal,(1),10,104%,"Years running
					,
				",5,0
13,350,142122 TROOPER Male Shepherd Mix- large dog,U.S. Dollar,of $350 goal,(1),13,100%,"days left
					,
				",0,0
3,350,142068 PETER Beautiful Brindle Male mix,U.S. Dollar,of $350 goal,(1),3,100%,"days left
					,
				",0,0
28,"1,440",Koda bear needs to beat cancer,U.S. Dollar,of $2.5k goal,(3),23,58%,"days left
					,
				",0,2
15,730,141956 PIP Fem Brown Pit 141957 LIL Fem Dark Brown,U.S. Dollar,of $700 goal,(1),15,104%,"days left
					,
				",0,0
8,150,141975 ARUBA Male Lab Mix,U.S. Dollar,of $350 goal,(1),8,43%,"days left
					,
				",0,0
13,435,141981 KENDRA Female Pit - appears abused :(,U.S. Dollar,of $350 goal,(1),12,124%,"days left
					,
				",0,0
9,325,"SASHA - abandoned, ill and slated to be killed",U.S. Dollar,of $750 goal,(1),9,43%,"days left
					,
				",0,0
2,210,Help With Venice's Rescue Effort ID# 14-910 SC,U.S. Dollar,of $175 goal,(1),2,120%,"days left
					,
				",0,0
11,700,Summer Time Feed,U.S. Dollar,of $4.5k goal,(1),11,16%,"Years running
					,
				",5,0
6,200,Will die today ID#061814-2,U.S. Dollar,of $200 goal,(1),5,100%,"days left
					,
				",0,0
9,400,Help PAWS Rescue save feral dogs in Idaho,U.S. Dollar,of $400 goal,(1),8,100%,"days left
					,
				",0,1
4,170,Help us pay for Legion the huskys E-vet care!,U.S. Dollar,of $500 goal,(1),4,34%,"days left
					,
				",0,0
4,100,$ for Sassy and Sport,U.S. Dollar,of $550 goal,(1),4,18%,"days left
					,
				",0,1
31,"1,505",Help Save These Parvo Exposed Puppies,U.S. Dollar,of $3k goal,(1),29,50%,"Years running
					,
				",5,1
3,350,141996 NUTTERBUTTER Male Pit - sweet boy!,U.S. Dollar,of $350 goal,(1),3,100%,"days left
					,
				",0,0
3,245,Sophie needs eye surgery,U.S. Dollar,of $500 goal,(2),3,49%,"days left
					,
				",0,4
16,350,142139 KARLA Female Pit Mix- rough shape,U.S. Dollar,of $350 goal,(1),15,100%,"days left
					,
				",0,0
4,150,Union: Mitchell,U.S. Dollar,of $150 goal,(1),4,100%,"days left
					,
				",0,1
179,"6,465",Help Save our Lizzie!!!,U.S. Dollar,of $10.3k goal,(35),170,63%,"Years running
					,
				",5,27
9,180,142038 RAILROAD Male Pit,U.S. Dollar,of $350 goal,(1),8,51%,"days left
					,
				",0,0
20,850,Sprocket Needed Immediate Surgery!!,U.S. Dollar,of $800 goal,(2),20,106%,"days left
					,
				",0,1
5,190,Jethro and Ellie Mae are far from Beverly Hills,U.S. Dollar,of $1k goal,(1),5,19%,"Years running
					,
				",5,0
41,710,BRUNO... URGENT- dog has a deep wound on rear hip,U.S. Dollar,of $1.2k goal,(1),41,59%,"days left
					,
				",0,0
7,280,Harper an emaciated neglected rottie mix,U.S. Dollar,of $500 goal,(3),4,56%,"days left
					,
				",0,2
7,150,Union: Snuggle,U.S. Dollar,of $150 goal,(1),7,100%,"days left
					,
				",0,1
3,132,141927 MAUDE - Female Lab Mix Pup around 6 mos old,U.S. Dollar,of $350 goal,(0),3,38%,"days left
					,
				",0,0
24,875,A Smile for Carina!,U.S. Dollar,of $875 goal,(2),23,100%,"days left
					,
				",0,2
2,150,UNION - BEAR,U.S. Dollar,of $150 goal,(1),2,100%,"days left
					,
				",0,1
2,150,UNION - HOLLY,U.S. Dollar,of $150 goal,(1),2,100%,"days left
					,
				",0,2
6,200,142030 MUSKET - Male Rotti,U.S. Dollar,of $350 goal,(0),5,57%,"days left
					,
				",0,0
4,150,TRAP NEUTER RETURN - COLONIES IN MEDIA PA,U.S. Dollar,of $350 goal,(3),4,43%,"Years running
					,
				",5,1
7,125,Union: Blackie,U.S. Dollar,of $125 goal,(1),7,100%,"days left
					,
				",0,0
13,551,Help RAIN with Funding for Vet Care!,U.S. Dollar,of $10k goal,(9),13,6%,"Years running
					,
				",5,6
42,"2,737","$21,000 of  $25,000 goal for BFR 2014",U.S. Dollar,of $25k goal,(2),41,11%,"days left
					,
				",0,3
9,350,141853 CYRENIOUS Male Mix,U.S. Dollar,of $350 goal,(1),9,100%,"days left
					,
				",0,0
18,700,NIXON male mix pup around 6 weeks old- SICK!,U.S. Dollar,of $700 goal,(0),18,100%,"days left
					,
				",0,0
27,520,Purple MACC ACC survivor needs a wheelchair,U.S. Dollar,of $1.5k goal,(3),21,35%,"days left
					,
				",0,5
6,159,"Willow Needs Surgery, Please Help Save Her",U.S. Dollar,of $895 goal,(1),4,18%,"Years running
					,
				",5,2
16,350,"141992 TROLLY Female Mix-sweet, small, scared!",U.S. Dollar,of $350 goal,(1),15,100%,"days left
					,
				",0,0
21,700,142053 RAZZ 142054 TARO ~ Male Shepherd Mixes,U.S. Dollar,of $700 goal,(1),20,100%,"days left
					,
				",0,0
12,360,141948 NIBLET Male Pit,U.S. Dollar,of $350 goal,(1),12,103%,"days left
					,
				",0,0
99,"5,210",Help Dogs in Brazil,U.S. Dollar,of $5k goal,(2),98,104%,"days left
					,
				",0,2
17,470,Violet can not walk and needs your help!,U.S. Dollar,of $2k goal,(3),16,24%,"Years running
					,
				",5,2
3,150,Union: Jack,U.S. Dollar,of $150 goal,(1),3,100%,"days left
					,
				",0,1
7,350,142051 DOTTY Female Pit,U.S. Dollar,of $350 goal,(1),7,100%,"days left
					,
				",0,0
13,330,Sherra and her babies have rescue,U.S. Dollar,of $330 goal,(1),13,100%,"Years running
					,
				",5,0
10,275,Help us Save Champ's Leg!,U.S. Dollar,of $600 goal,(2),10,46%,"days left
					,
				",0,2
47,362,Colour Me Happy Run for Little Angels Rescue BG,Pound Sterling,of £350 goal,(1),41,103%,"Years running
					,
				",5,2
17,675,LET’S CARE FOR 100 BALI DOGS FOR 1 MONTH,Australian Dollar,of $5k goal,(10),17,14%,"days left
					,
				",0,4
4,350,"141999 BUSSY BROWN- young, skin issues",U.S. Dollar,of $350 goal,(1),4,100%,"days left
					,
				",0,0
9,235,Help Lucky live up to his name,U.S. Dollar,of $1k goal,(2),6,24%,"Years running
					,
				",5,5
14,890,Eight little Kittens have Rescue!,U.S. Dollar,of $885 goal,(1),14,101%,"Years running
					,
				",5,0
10,290,Union: Booker,U.S. Dollar,of $150 goal,(1),10,193%,"days left
					,
				",0,0
2,300,LCAR Storage Shed,U.S. Dollar,of $300 goal,(1),2,100%,"days left
					,
				",0,0
6,150,Union: Bowser,U.S. Dollar,of $150 goal,(1),6,100%,"days left
					,
				",0,0
1,100,Help us save Robin and Harriett!,U.S. Dollar,of $550 goal,(1),1,18%,"Years running
					,
				",5,0
2,200,"142144 NANAH Female Lab Mix-sweet, older girl",U.S. Dollar,of $350 goal,(1),2,57%,"days left
					,
				",0,0
14,955,Send Tony and Poppet to their new home in SA,U.S. Dollar,of $953 goal,(10),13,100%,"days left
					,
				",0,5
5,205,141965 JAYCO Male Pit,U.S. Dollar,of $350 goal,(1),5,59%,"days left
					,
				",0,0
1,200,Vetting needed for 10 pittie pups!,U.S. Dollar,of $2.5k goal,(8),1,8%,"Years running
					,
				",5,1
8,140,Help with Kerri's Rescue Effort - ID14-909 SC,U.S. Dollar,of $175 goal,(1),5,80%,"Years running
					,
				",5,0
27,575,SMALL SHELTER IN CRAIOVA; ROMANIA NEEDING HELP,U.S. Dollar,of $1k goal,(16),26,57%,"days left
					,
				",0,13
12,375,142203 LACEY Female Pit- wouldn't look at me :(,U.S. Dollar,of $350 goal,(1),11,107%,"days left
					,
				",0,0
140,"6,548",Please help US HELP Roxy!,U.S. Dollar,of $8k goal,(8),136,82%,"days left
					,
				",0,10
48,578,Help us vaccinate all the shelter dogs in May,Pound Sterling,of £1.2k goal,(1),48,48%,"Years running
					,
				",5,1
10,185,Help with Carlos' Rescue Effort! - ID # 14-911 SC,U.S. Dollar,of $175 goal,(1),10,106%,"days left
					,
				",0,0
2,110,141967 HITCH Male Mix pup,U.S. Dollar,of $350 goal,(1),2,31%,"days left
					,
				",0,0
15,727,Professor Humperdink the puppy has a broken jaw,U.S. Dollar,of $600 goal,(2),14,121%,"Years running
					,
				",5,1
7,208,Help with Amy's Rescue Effort! Animal ID 14-908,U.S. Dollar,of $175 goal,(1),6,119%,"days left
					,
				",0,0
4,350,Help with Snow's Surgery Expenses,U.S. Dollar,of $300 goal,(2),4,117%,"Years running
					,
				",5,2
15,350,141931 PENELOPE - Female Lab Mix,U.S. Dollar,of $350 goal,(0),15,100%,"days left
					,
				",0,0
5,175,Help with Chester's Rescue Effort ID 14-907 SC,U.S. Dollar,of $175 goal,(1),5,100%,"days left
					,
				",0,0
4,350,142014 JEWEL Female Pit Mix,U.S. Dollar,of $350 goal,(1),4,100%,"days left
					,
				",0,0
27,415,MY RESCUE SISTER & I SURE COULD USE SOME HELP!,U.S. Dollar,of $500 goal,(1),23,83%,"days left
					,
				",0,0
1,350,142256 ESPRIT Female Hound Ridgeback Mix,U.S. Dollar,of $350 goal,(1),1,100%,"days left
					,
				",0,0
9,305,"SHEP PUPPY FOUND HIT BY A CAR, NEEDS MEDICAL CARE",U.S. Dollar,of $2k goal,(1),9,15%,"days left
					,
				",0,0
7,150,union: Jill,U.S. Dollar,of $150 goal,(1),7,100%,"days left
					,
				",0,1
18,560,Diabetic rescue cat Deer needs a dental!!,U.S. Dollar,of $550 goal,(3),18,102%,"Years running
					,
				",5,2
4,130,Please help Georgia get the medical help she needs,Canadian Dollar,of $1k goal,(2),4,13%,"days left
					,
				",0,3
4,160,Union: Spotts,U.S. Dollar,of $150 goal,(1),4,107%,"days left
					,
				",0,1
19,825,We're HUNGRY!,U.S. Dollar,of $2k goal,(4),19,41%,"days left
					,
				",0,22
5,390,From Rags to Riches!,U.S. Dollar,of $348 goal,(1),5,112%,"Years running
					,
				",5,0
19,"1,000",Help the dogs have power!,U.S. Dollar,of $1k goal,(2),18,100%,"days left
					,
				",0,0
21,625,Help Diamond akaTia's medical expenses,U.S. Dollar,of $950 goal,(4),21,66%,"days left
					,
				",0,3
4,100,"142188 WILLA Female Pit- sweet, kissing girl",U.S. Dollar,of $350 goal,(1),4,29%,"days left
					,
				",0,0
4,150,PARVO PUPS NEED HELP!!,U.S. Dollar,of $4k goal,(1),4,4%,"Years running
					,
				",5,0
10,350,142121 GIGI Female Pit- looks under a year old,U.S. Dollar,of $350 goal,(1),10,100%,"days left
					,
				",0,0
12,350,142241 KIBBLES Male Cocker Mix,U.S. Dollar,of $350 goal,(1),12,100%,"days left
					,
				",0,0
9,350,142193 YAHTZEE Male Terrier Mix- down in back legs,U.S. Dollar,of $350 goal,(1),8,100%,"days left
					,
				",0,0
8,700,142102 TANNA Female Pit Mix possibly pregnant,U.S. Dollar,of $700 goal,(1),8,100%,"days left
					,
				",0,0
22,970,Help Sheila buy her best friend!!,U.S. Dollar,of $2.5k goal,(1),21,39%,"Years running
					,
				",5,1
26,345,Ayuda para gastos prueba FIV Gatitos Playa Ponce,U.S. Dollar,of $350 goal,(40),23,99%,"Years running
					,
				",5,12
19,"1,183",Our Little Star Wars Puppies have rescue!,U.S. Dollar,of $1.1k goal,(1),19,113%,"Years running
					,
				",5,0
10,155,Give $5 to celebrate Moose being 5!,U.S. Dollar,of $500 goal,(2),10,31%,"days left
					,
				",0,4
14,350,141976 KENNETH Male Pit,U.S. Dollar,of $350 goal,(1),14,100%,"days left
					,
				",0,0
5,170,"Vegas needs our Help.... new home "" Pending""",U.S. Dollar,of $550 goal,(3),5,31%,"Years running
					,
				",5,3
17,317,"HELP OUR ANIMAL RESCUE, RESCUE MORE SOULS!",Australian Dollar,of $2k goal,(2),13,16%,"Years running
					,
				",5,5
5,195,HELP our pups run free and stay safe!,U.S. Dollar,of $3.5k goal,(3),5,6%,"Years running
					,
				",5,4
16,585,Shannon needs life saving surgery,U.S. Dollar,of $5k goal,(1),16,12%,"Years running
					,
				",5,6
2,150,Union: Peaches,U.S. Dollar,of $150 goal,(1),2,100%,"days left
					,
				",0,0
60,"1,970",Myles needs the entire village,U.S. Dollar,of $1.9k goal,(2),59,105%,"days left
					,
				",0,0
7,350,142010 CAMMIE Female Shep. Mix,U.S. Dollar,of $350 goal,(1),7,100%,"days left
					,
				",0,0
7,350,142045 SHASTA ~ Female Boxer Mix- medium size dog,U.S. Dollar,of $350 goal,(1),7,100%,"days left
					,
				",0,0
12,350,142109 ATOM ~ Male Low Rider listed as a pit,U.S. Dollar,of $350 goal,(1),12,100%,"days left
					,
				",0,0
20,730,My Scooter is in dire need of your help ASAP,U.S. Dollar,of $730 goal,(4),20,100%,"days left
					,
				",0,6
4,125,142171 JODECO PUPS Three 6 week old lab mix pups,U.S. Dollar,of $900 goal,(1),4,14%,"days left
					,
				",0,0
25,910,Hay for the Year of the horse 2014! Fill the barn,U.S. Dollar,of $5k goal,(30),25,18%,"days left
					,
				",0,43
11,350,141941 AINSLEY Female Pit Mix,U.S. Dollar,of $350 goal,(1),11,100%,"days left
					,
				",0,0
5,240,Ayudanos a pagar la cuenta de Nova Sparks,U.S. Dollar,of $165 goal,(5),5,145%,"Years running
					,
				",5,2
8,155,Veterinary fees for abandoned & abused dogs,Euro,of €10k goal,(2),8,2%,"Years running
					,
				",5,1
19,202,Help Bindhi get the operation he needs to walk,Pound Sterling,of £500 goal,(1),17,40%,"Years running
					,
				",5,1
7,350,142214 OTIS Male Bulldog Mix- very sweet boy,U.S. Dollar,of $350 goal,(1),7,100%,"days left
					,
				",0,0
7,400,Lilly-Cakes Needed Extreme Dental,U.S. Dollar,of $400 goal,(1),7,100%,"days left
					,
				",0,0
10,350,142081 SMILEY - Male Pitbull,U.S. Dollar,of $350 goal,(1),10,100%,"days left
					,
				",0,0
34,"1,605",Peanut the Corgi needs help!,U.S. Dollar,of $3.3k goal,(1),34,49%,"days left
					,
				",0,0
24,700,Myra and Meara- Bonded pair abandoned on the road,U.S. Dollar,of $700 goal,(1),24,100%,"days left
					,
				",0,0
16,270,TRANSPORT ACHILLES TO FOREVER HOME!!,U.S. Dollar,of $275 goal,(1),15,98%,"days left
					,
				",0,3
17,205,141894 Female Rotti/Doberman- docked tail- sweet,U.S. Dollar,of $350 goal,(1),17,59%,"days left
					,
				",0,0
12,235,Miss Maddie's heart worm treatment,U.S. Dollar,of $350 goal,(1),11,67%,"days left
					,
				",0,8
16,402,Emergency Equine Welfare & Support,Pound Sterling,of £5k goal,(27),15,8%,"Years running
					,
				",5,6
9,350,Karaya fue rescatada en Yauco y necesita tu ayuda,U.S. Dollar,of $350 goal,(55),8,100%,"Years running
					,
				",5,15
14,280,Baby Fanny has Rescue !,U.S. Dollar,of $280 goal,(1),14,100%,"days left
					,
				",0,0
23,"1,575","141991, 141992, 141993, 141994 SUGARLAND (mom) Mom",U.S. Dollar,of $1k goal,(1),23,158%,"days left
					,
				",0,0
7,350,141896 SHOREY Female Pit Mix,U.S. Dollar,of $350 goal,(1),7,100%,"days left
					,
				",0,0
1,150,C14-014632 This is Star a female lab mix.,U.S. Dollar,of $150 goal,(1),1,100%,"days left
					,
				",0,1
1,150,C14-014641 This is Shadow a 7 month old,U.S. Dollar,of $150 goal,(1),1,100%,"days left
					,
				",0,0
6,155,Please support Kyra's Caring Critters,U.S. Dollar,of $600 goal,(5),5,26%,"days left
					,
				",0,4
1,150,C14-014640 This is Brownie he is a 7 month old,U.S. Dollar,of $150 goal,(1),1,100%,"days left
					,
				",0,0
1,150,C14-014633 Ault female lab mix.,U.S. Dollar,of $150 goal,(1),1,100%,"days left
					,
				",0,0
5,135,Quicksilver Hospitalization and Medical Care,U.S. Dollar,of $2k goal,(4),4,7%,"days left
					,
				",0,1
6,350,141879 HAVIANA Fem Pit Pup around 10wks w/mange :(,U.S. Dollar,of $350 goal,(1),5,100%,"days left
					,
				",0,0
16,425,"Dakota's battle, our gentle giant was shot.",U.S. Dollar,of $1.2k goal,(20),15,35%,"Years running
					,
				",5,13
17,375,141734 SGT PEPPER Male Pit Mix,U.S. Dollar,of $350 goal,(1),17,107%,"days left
					,
				",0,0
13,350,"141697 COLA Female Pit- sweet, happy girl!",U.S. Dollar,of $350 goal,(1),13,100%,"days left
					,
				",0,0
8,150,Union: Larry,U.S. Dollar,of $150 goal,(1),8,100%,"days left
					,
				",0,0
310,"8,007","Red needs our help, ruptured disks and paralyzed",U.S. Dollar,of $8k goal,(4),309,100%,"Years running
					,
				",5,4
184,"8,198",BBR needs funding help NOW!,U.S. Dollar,of $12k goal,(9),180,68%,"Years running
					,
				",6,1
4,350,141835 GEORGE Male Boxer Mix (listed as a pit) Pup,U.S. Dollar,of $350 goal,(1),4,100%,"days left
					,
				",0,0
9,150,Union: Curly,U.S. Dollar,of $150 goal,(1),9,100%,"days left
					,
				",0,0
